timestamp,runtime,memory,payload_size,mode,init_duration_ms,duration_ms,billed_duration_ms,max_memory_mb,request_id
2026-04-29T15:27:52Z,java-jvm-snapstart,512,1k,cold,942.32,10254,10254,172,c2a8de53-2bba-425d-b6bd-fb8881541db0
2026-04-29T15:29:24Z,java-jvm-snapstart,512,1k,cold,1026.30,10435,10435,178,648b148a-accb-43e1-9f7a-3fb7fced9129
2026-04-29T15:30:44Z,java-jvm-snapstart,512,1k,cold,931.77,10290,10290,167,d8294dad-6416-429c-b5d3-f4554ad2a731
2026-04-29T15:31:56Z,java-jvm-snapstart,512,1k,cold,,131,131,169,591e424c-ecfe-4829-bf91-ee59e7d9750f
2026-04-29T15:33:29Z,java-jvm-snapstart,512,1k,cold,1054.93,10394,10394,170,591731d4-dd51-4a2a-8602-19a548222330
2026-04-29T15:35:00Z,java-jvm-snapstart,512,1k,cold,890.99,10441,10441,168,9e1c344f-a44e-4dc4-82d5-6d6b1c5a2a28
2026-04-29T15:36:22Z,java-jvm-snapstart,512,1k,cold,903.95,10321,10321,171,bb8f5da1-fc4f-4edd-9602-3916e48bb11b
2026-04-29T15:37:52Z,java-jvm-snapstart,512,1k,cold,930.51,10186,10186,170,11d600d3-e5ff-412b-9fed-6d4869f753f0
2026-04-29T15:39:13Z,java-jvm-snapstart,512,1k,cold,989.87,10820,10820,169,1f27140e-9393-4690-89a8-b497407316de
2026-04-29T15:40:32Z,java-jvm-snapstart,512,1k,cold,833.31,9824,9824,162,18437864-164c-4783-beda-979e2530f19b
2026-04-29T15:42:11Z,java-jvm-snapstart,512,1k,cold,979.69,11204,11204,173,780714de-bc72-46e7-bf19-7844b0bb4e6f
2026-04-29T15:43:30Z,java-jvm-snapstart,512,1k,cold,879.50,9699,9699,160,bbab03db-7d61-4d91-ba35-1287f42277a3
2026-04-29T15:44:51Z,java-jvm-snapstart,512,1k,cold,876.59,10264,10264,171,ebd62029-f82f-4e2f-bb5c-292466ffbe41
2026-04-29T15:46:12Z,java-jvm-snapstart,512,1k,cold,941.81,10995,10995,172,ed4dc11a-1312-46c1-99a6-53a4d32cdf0c
2026-04-29T15:47:32Z,java-jvm-snapstart,512,1k,cold,954.02,10614,10614,166,1d299a77-d4be-4b3a-87ac-52cd15ea1668
2026-04-29T15:48:57Z,java-jvm-snapstart,512,1k,cold,945.71,10215,10215,166,f6876a4d-fb1a-4ab4-8d3d-2a814284981e
2026-04-29T15:50:19Z,java-jvm-snapstart,512,1k,cold,883.77,10867,10867,171,0592fd14-aaea-43c5-81a4-e907aa9415f2
2026-04-29T15:51:41Z,java-jvm-snapstart,512,1k,cold,947.48,10073,10073,172,c5dbaaf4-89c6-4b42-b2a9-69d89941805b
2026-04-29T15:53:12Z,java-jvm-snapstart,512,1k,cold,997.71,10034,10034,162,f2898cd9-c941-4b8b-a99a-46155c11aec1
2026-04-29T15:54:35Z,java-jvm-snapstart,512,1k,cold,892.93,10513,10513,170,bc03a03c-0053-47ab-a957-3b2f92260967
2026-04-29T15:56:01Z,java-jvm-snapstart,512,1k,cold,896.20,10356,10356,169,20d85b3b-8b30-4a2e-b34d-93211c28d6f0
2026-04-29T15:57:23Z,java-jvm-snapstart,512,1k,cold,903.28,10815,10815,173,c5f39f69-35a9-4765-be5e-8d0ac2cf8be0
2026-04-29T15:58:45Z,java-jvm-snapstart,512,1k,cold,969.89,10220,10220,171,45282d47-9418-46e8-90c2-edf182bf7514
2026-04-29T16:00:07Z,java-jvm-snapstart,512,1k,cold,959.17,10088,10088,173,b117bdfa-515b-4562-ac74-609d807f1d19
