timestamp,runtime,memory,payload_size,mode,init_duration_ms,duration_ms,billed_duration_ms,max_memory_mb,request_id
2026-04-29T08:51:45Z,java-jvm,512,1k,cold,1079.85,5691,5691,177,251ea5cf-aebc-43f8-ac1e-6c122c96a3e4
2026-04-29T08:51:58Z,java-jvm,512,1k,cold,1073.50,5585,5585,179,19888083-02c1-4d3e-b658-4680e93871fb
2026-04-29T08:52:11Z,java-jvm,512,1k,cold,1134.20,5949,5949,177,2aea510d-1eec-44d2-8ca9-1cf70cc16580
2026-04-29T08:52:23Z,java-jvm,512,1k,cold,1107.44,5659,5659,177,da71dc18-fe43-47d0-a041-905f7785bb64
2026-04-29T08:52:37Z,java-jvm,512,1k,cold,1393.75,6402,6402,176,1d0b556a-7c0d-4248-9d6d-a68359e73973
2026-04-29T08:52:50Z,java-jvm,512,1k,cold,1057.44,5677,5677,175,f37eb5f1-6fef-4473-9735-e78dd828770e
2026-04-29T08:53:03Z,java-jvm,512,1k,cold,1080.41,5732,5732,179,db371577-3794-4907-beb3-2d6c61fa4fbc
2026-04-29T08:53:17Z,java-jvm,512,1k,cold,1134.16,5943,5943,179,a6301db7-de80-489a-80f4-03833d79a04d
2026-04-29T08:53:30Z,java-jvm,512,1k,cold,1362.75,6324,6324,179,2d0bcb78-3dfd-441e-9570-2ffc803f93a6
2026-04-29T08:53:43Z,java-jvm,512,1k,cold,1122.52,5645,5645,179,0eedf167-74fb-4531-be29-c735a48cf28d
2026-04-29T08:53:56Z,java-jvm,512,1k,cold,1103.66,5666,5666,177,c8c92f4f-bc61-4e5f-ab19-34cbac759f45
2026-04-29T08:54:09Z,java-jvm,512,1k,cold,1139.21,5775,5775,179,955aec6e-e5a4-4335-9ba5-c7f616047a5a
2026-04-29T08:54:22Z,java-jvm,512,1k,cold,1093.32,5683,5683,179,b473d298-46b9-48dd-b2b6-c26dc54d059d
2026-04-29T08:54:35Z,java-jvm,512,1k,cold,1127.54,5698,5698,179,bc2ac6bd-82d8-4b4a-ac12-03ce048ad19b
2026-04-29T08:54:48Z,java-jvm,512,1k,cold,1083.55,5592,5592,179,472a20b3-986c-4644-aa77-a6b1c939cdeb
2026-04-29T08:55:01Z,java-jvm,512,1k,cold,1397.67,6223,6223,177,e4b90b97-8d22-4277-816b-740fa5cdb049
2026-04-29T08:55:14Z,java-jvm,512,1k,cold,1098.33,5937,5937,177,ab43227f-97ea-40e8-8f0b-26324300e94f
2026-04-29T08:55:27Z,java-jvm,512,1k,cold,1061.69,5673,5673,179,33d5242c-8e22-4592-96bb-d26888682eb5
2026-04-29T08:55:40Z,java-jvm,512,1k,cold,1053.34,5485,5485,179,21b97a1e-b6ba-49c0-9125-1b34d22930f7
2026-04-29T08:55:53Z,java-jvm,512,1k,cold,1085.66,5696,5696,179,9aa1b6b0-7e0a-4657-bf68-96b779354f6d
2026-04-29T08:56:06Z,java-jvm,512,1k,cold,1079.85,5850,5850,177,d28ae79c-21a5-4da6-840b-bd9712c4c788
2026-04-29T08:56:20Z,java-jvm,512,1k,cold,1468.63,6629,6629,181,b4a36835-c6dd-4e7f-9883-2d6a7e028150
2026-04-29T08:56:33Z,java-jvm,512,1k,cold,1088.01,5640,5640,181,4c3538a2-1b18-409e-a17d-9ca71a4b4a74
2026-04-29T08:56:46Z,java-jvm,512,1k,cold,1418.50,6299,6299,176,47f137ea-5843-4ee1-ad87-5cfef1e0422a
2026-04-29T08:56:59Z,java-jvm,512,1k,cold,1037.62,5417,5417,181,71a16209-cfca-49c7-8cf1-8f85202b042c
2026-04-29T08:57:12Z,java-jvm,512,1k,cold,1097.54,5808,5808,179,bd0602c2-b1ab-4c1e-9cec-6981de46dc57
2026-04-29T08:57:25Z,java-jvm,512,1k,cold,1143.37,5824,5824,177,b77d3621-a09c-4976-bbca-cbb0d03fac6b
2026-04-29T08:57:39Z,java-jvm,512,1k,cold,1424.83,6429,6429,180,8bf7dc22-9556-4966-9008-790686f618ee
2026-04-29T08:57:52Z,java-jvm,512,1k,cold,1080.18,5755,5755,179,d9a05753-7745-409d-9d80-a5693ffa9959
2026-04-29T08:58:05Z,java-jvm,512,1k,cold,1050.48,5626,5626,179,6360ad0a-8942-4df9-a6ab-78a991322b69
2026-04-29T08:58:18Z,java-jvm,512,1k,cold,1454.29,6569,6569,178,5078b736-7cd8-4f26-ad8a-6c8762ec2812
2026-04-29T08:58:31Z,java-jvm,512,1k,cold,1110.88,5563,5563,179,ca34ec59-c996-429a-a8a5-53fdde95c005
2026-04-29T08:58:44Z,java-jvm,512,1k,cold,1094.78,5587,5587,179,39a7ffc6-a1b7-4dca-af21-c6f21b2ae2fe
2026-04-29T08:58:57Z,java-jvm,512,1k,cold,1425.04,6392,6392,178,d541358e-88ef-4fe9-a029-eafe3acebfed
2026-04-29T08:59:10Z,java-jvm,512,1k,cold,1123.68,5874,5874,175,d6855934-70c0-4565-add5-2ee677f5a34f
2026-04-29T08:59:23Z,java-jvm,512,1k,cold,1093.70,5693,5693,179,99b29a2d-410c-4dca-a1b5-44de4b7301bb
2026-04-29T08:59:37Z,java-jvm,512,1k,cold,1419.06,6268,6268,181,d82d4745-f7d9-4065-8905-17952a2e7865
2026-04-29T08:59:51Z,java-jvm,512,1k,cold,1402.85,6304,6304,175,05f94678-d8f9-413e-be07-0648fe5e82e8
2026-04-29T09:00:04Z,java-jvm,512,1k,cold,1118.64,5730,5730,179,ba7fa908-bf10-4a6f-a8b3-66d61c380a22
2026-04-29T09:00:16Z,java-jvm,512,1k,cold,1078.66,5592,5592,175,17e4ce0e-1268-4485-9a60-8e3a6ce33631
2026-04-29T09:00:29Z,java-jvm,512,1k,cold,1112.99,5741,5741,177,26111acc-19e8-458b-bd42-56061c47dc76
2026-04-29T09:00:42Z,java-jvm,512,1k,cold,1145.27,5780,5780,179,9b4cab22-8e51-43ad-b10a-c722345f5e63
2026-04-29T09:00:56Z,java-jvm,512,1k,cold,1059.37,5571,5571,179,691b54bc-6026-4e93-a813-ba90ab3db178
2026-04-29T09:01:10Z,java-jvm,512,1k,cold,1441.48,6559,6559,177,c57e2133-28ca-4b46-91e0-1103526116fe
2026-04-29T09:01:23Z,java-jvm,512,1k,cold,1089.25,5821,5821,177,180f2adc-0eb0-4d39-9c8d-ae35dea07752
2026-04-29T09:01:36Z,java-jvm,512,1k,cold,1123.06,5812,5812,177,f554349c-cc02-4f7c-9967-5050de8a2a0d
2026-04-29T09:01:49Z,java-jvm,512,1k,cold,1122.23,5896,5896,179,1f1481bf-f616-4ba7-aeca-711a3a37716d
2026-04-29T09:02:02Z,java-jvm,512,1k,cold,1088.84,5797,5797,179,0d6eed45-57f6-4777-915a-dba4ee8367b7
2026-04-29T09:02:15Z,java-jvm,512,1k,cold,1096.42,5785,5785,177,acc6efdd-631c-47c6-9999-c3bee8028f1d
2026-04-29T09:02:29Z,java-jvm,512,1k,cold,1187.99,6062,6062,179,f8ab90c3-38fe-487b-985a-9c9e257b594c
2026-04-29T09:02:30Z,java-jvm,512,1k,warm,,31,31,179,5fc576c8-1d9e-433f-a134-17171073cfe1
2026-04-29T09:02:31Z,java-jvm,512,1k,warm,,35,35,179,0da32ed5-aed8-4a0c-a1eb-3ff167831129
2026-04-29T09:02:32Z,java-jvm,512,1k,warm,,29,29,179,77fb2c13-d76a-4f48-9c8c-67be7c36b9ea
2026-04-29T09:02:32Z,java-jvm,512,1k,warm,,26,26,179,20a745f7-1971-48d2-8963-1c243ab05036
2026-04-29T09:02:33Z,java-jvm,512,1k,warm,,34,34,179,8eb9759a-a886-4fda-9e4d-25a03ce9ec7f
2026-04-29T09:02:33Z,java-jvm,512,1k,warm,,40,40,180,e71c0817-43e4-4a34-b95a-e0e331c0d19e
2026-04-29T09:02:34Z,java-jvm,512,1k,warm,,28,28,180,f39bcbec-efd5-475a-ac14-be5e06fcbbcb
2026-04-29T09:02:35Z,java-jvm,512,1k,warm,,27,27,180,07b0725a-c811-44b0-b3d9-7178146a7bab
2026-04-29T09:02:35Z,java-jvm,512,1k,warm,,28,28,180,a48a14eb-e26e-43d9-b747-0dbf9fba6fd1
2026-04-29T09:02:36Z,java-jvm,512,1k,warm,,16,16,180,6d60bf1d-a831-48fd-9f9e-38b09c9c4c17
2026-04-29T09:02:36Z,java-jvm,512,1k,warm,,15,15,180,795e1327-51b0-46b1-8b35-692ea7a2213b
2026-04-29T09:02:37Z,java-jvm,512,1k,warm,,27,27,180,d8241d36-2cd4-45e1-be5f-d9c72f6e437a
2026-04-29T09:02:37Z,java-jvm,512,1k,warm,,47,47,180,c7be7194-88f2-4c65-898c-121167efda32
2026-04-29T09:02:38Z,java-jvm,512,1k,warm,,15,15,180,828f30d7-fda7-4d28-96ef-98949ba33045
2026-04-29T09:02:38Z,java-jvm,512,1k,warm,,33,33,180,d6a4c66f-53a4-4a45-9277-7f194eb73d42
2026-04-29T09:02:39Z,java-jvm,512,1k,warm,,56,56,180,a0cebab9-5913-4e56-a32d-b78648cbc43a
2026-04-29T09:02:40Z,java-jvm,512,1k,warm,,39,39,180,f6a8a718-9cd8-4716-bef1-2f0c644750b8
